Protein name,Uniprot ID,NCBI Gene ID,Function
PIR,O00625,8544,transcription factor and target gene
DDX18,Q9NVP1,8886,target gene
CRAT,P43155,1384,target gene
PSAT1,Q9Y617,29968,target gene
ERCC1,P07992,2067,target gene
MXD4,Q14582,10608,transcription factor
NINJ2,Q9NZG7,4815,target gene
CTCF,P49711,10664,transcription factor and target gene
ERN1,O75460,2081,target gene
LAMB1,P07942,3912,target gene
TAF11,Q15544,6882,target gene
HBZ,P02008,3050,target gene
RPS4X,P62701,6191,target gene
CCN2,P29279,1490,target gene
PROKR1,Q8TCW9,10887,target gene
ASB2,Q96Q27,51676,target gene
SLC20A1,Q8WUM9,6574,target gene
POLH,Q9Y253,5429,target gene
EDA,Q92838,1896,target gene
CTSC,P53634,1075,target gene
ZCCHC8,Q6NZY4,55596,target gene
UGCG,Q16739,7357,target gene
ACTG2,P63267,72,target gene
ALPI,P09923,248,target gene
LSP1,P33241,4046,target gene
GALC,P54803,2581,target gene
SNAPC3,Q92966,6619,target gene
SLC2A1,P11166,6513,target gene
RARRES1,P49788,5918,target gene
PF4,P02776,5196,target gene
L3HYPDH,Q96EM0,112849,target gene
MDC1,Q14676,9656,target gene
LEF1,Q9UJU2,51176,transcription factor and target gene
PDYN,P01213,5173,target gene
NSD2,O96028,7468,transcription factor
ARF1,P84077,375,target gene
CTLA4,P16410,1493,target gene
RPRM,Q9NS64,56475,target gene
CTSO,P43234,1519,target gene
CBS,P35520,102724560;875,target gene
ARID4A,P29374,5926,target gene
KRAS,P01116,3845,target gene
HOXA2,O43364,3199,target gene
FYN,P06241,2534,target gene
HBA2,U6A3P2,-,target gene
ACOT7,O00154,11332,target gene
PRF1,P14222,5551,target gene
PTPN7,P35236,5778,target gene
HPSE,Q9Y251,10855,target gene
TCERG1,O14776,10915,target gene
MMUT,P22033,4594,target gene
BEX2,Q9BXY8,84707,target gene
ALPP,P05187,250,target gene
DNTT,P04053,1791,target gene
THOC5,Q13769,8563,target gene
SLC2A2,P11168,6514,target gene
SCNN1G,P51170,6340,target gene
FHL1,Q13642,2273,target gene
FHL2,Q14192,2274,transcription factor and target gene
TRAP1,Q12931,10131,target gene
SP110,Q9HB58,3431,target gene
NGFR,P08138,4804,target gene
PDGFA,P04085,5154,target gene
L1TD1,Q5T7N2,54596,target gene
TAF5,Q15542,6877,transcription factor
HTATIP2,Q9BUP3,10553,transcription factor
DOK1,Q99704,1796,target gene
SRXN1,Q9BYN0,140809,target gene
KDM4C,Q9H3R0,23081,transcription factor and target gene
TUSC2,O75896,11334,target gene
NUDT6,P53370,11162,target gene
ZNF292,O60281,23036,target gene
CEBPA,P49715,1050,transcription factor and target gene
CCNA2,P20248,890,target gene
TNFSF4,P23510,7292,target gene
PRKCE,Q02156,5581,target gene
SSR4,P51571,6748,target gene
IL3RA,P26951,3563,target gene
PAH,P00439,5053,target gene
PAPPA,Q13219,5069,target gene
ENPP2,Q13822,5168,target gene
LAMA3,Q16787,3909,target gene
DAPK1,P53355,1612,target gene
HOXB8,P17481,3218,transcription factor and target gene
PVR,P15151,5817,target gene
TCIRG1,Q13488,10312,target gene
EPCAM,P16422,4072,target gene
SULT1A2,P50226,6799,target gene
SH2D3C,Q8N5H7,10044,target gene
ABCG8,Q9H221,64241,target gene
EIF2S3,P41091,1968,target gene
MYBBP1A,Q9BQG0,10514,transcription factor and target gene
GAD1,Q99259,2571,target gene
LDHA,P00338,3939,target gene
PRMT1,Q99873,3276,target gene
MRPL12,P52815,6182,target gene
STARD3,Q14849,10948,target gene
CBX5,P45973,23468,target gene
DNM3,Q9UQ16,26052,target gene
CRY2,Q49AN0,1408,target gene
HIST2H2AA3,Q6FI13,723790;8337,target gene
WNT4,P56705,54361,target gene
PA2G4,Q9UQ80,5036,transcription factor and target gene
HIST1H2AB,P04908,3012;8335,target gene
CSN2,P05814,1447,target gene
POLR2F,P61218,5435,target gene
DOCK10,Q96BY6,55619,target gene
HIST2H2AC,Q16777,8338,target gene
PAXBP1,Q9Y5B6,94104,target gene
DGKA,P23743,1606,target gene
JUND,P17535,3727,transcription factor and target gene
RNF128,Q8TEB7,79589,target gene
TBP,P20226,6908,transcription factor and target gene
GUCY1B1,Q02153,2983,target gene
RAD9A,Q99638,5883,target gene
FBP1,P09467,2203,target gene
PROX1,Q92786,5629,transcription factor and target gene
KCNN4,O15554,3783,target gene
NAT10,Q9H0A0,55226,target gene
INSL3,P51460,3640,target gene
FZR1,Q9UM11,51343,target gene
FMR1,Q06787,2332,target gene
CTSS,P25774,1520,target gene
EAPP,Q56P03,55837,transcription factor and target gene
LRRFIP1,Q32MZ4,9208,transcription factor
CD8B,P10966,926,target gene
ARRB2,P32121,409,target gene
DUSP1,P28562,1843,target gene
HNRNPR,O43390,10236,transcription factor and target gene
SCYL2,Q6P3W7,55681,target gene
SIN3A,Q96ST3,25942,transcription factor and target gene
SUMO2,P61956,6613,target gene
RGS2,P41220,5997,target gene
HLA-E,P13747,3133,target gene
CHD8,Q9HCK8,57680,transcription factor
EIF3A,Q14152,8661,target gene
HLA-B,Q31612,-,target gene
KMT5A,Q9NQR1,387893,target gene
GOLPH3,Q9H4A6,64083,target gene
MAD2L1,Q13257,4085,target gene
LIMD1,Q9UGP4,8994,transcription factor
HDAC7,Q8WUI4,51564,transcription factor and target gene
AGXT,P21549,189,target gene
ITGB8,P26012,3696,target gene
SUGP1,Q8IWZ8,57794,transcription factor
GLP1R,P43220,2740,target gene
IFNLR1,Q8IU57,163702,target gene
TNFSF11,O14788,8600,target gene
NOTCH1,P46531,4851,target gene
APOH,P02749,350,target gene
BARD1,Q99728,580,transcription factor and target gene
COPS3,Q9UNS2,8533,target gene
SGPL1,O95470,8879,target gene
BRIP1,Q9BX63,83990,transcription factor and target gene
CENPF,P49454,1063,target gene
SERPINA3,P01011,12,target gene
HBA2,A0A0K2BMD8,-,target gene
ISL1,P61371,3670,transcription factor and target gene
HLA-DRB1,Q30167,-,target gene
XRCC2,O43543,7516,target gene
HOXB1,P14653,3211,transcription factor and target gene
TPRKB,Q9Y3C4,51002,target gene
MYH6,P13533,4624,target gene
KLK1,P06870,3816,target gene
KLF5,Q13887,688,transcription factor and target gene
SNRPA,P09012,6626,target gene
SMC2,O95347,10592,target gene
TBXT,H0YM91,-,target gene
MITF,O75030,4286,transcription factor and target gene
KDM4B,O94953,23030,transcription factor
PBK,Q96KB5,55872,target gene
TYK2,P29597,7297,target gene
GRIP1,Q9Y3R0,23426,target gene
ITGAV,P06756,3685,target gene
SRSF5,Q13243,6430,target gene
RPS6KA3,P51812,6197,target gene
LMO2,P25791,4005,transcription factor and target gene
TOPBP1,Q92547,11073,target gene
GNAS,Q5JWF2,2778,target gene
UBA7,P41226,7318,target gene
APBB1,O00213,322,transcription factor and target gene
ASNS,P08243,440,target gene
ADORA1,P30542,134,target gene
IL1A,P01583,3552,target gene
CALB1,P05937,793,target gene
TRPV6,Q9H1D0,55503,target gene
KCNJ11,Q14654,3767,target gene
ARFGAP2,Q8N6H7,84364,target gene
SEPT4,O43236,5414,target gene
EAF2,Q96CJ1,55840,target gene
SLC25A3,Q00325,5250,target gene
RARB,P10826,5915,transcription factor and target gene
UGT1A6,P19224,54578,target gene
IDH3B,O43837,3420,target gene
NELFB,Q8WX92,25920,transcription factor
ASCC2,Q9H1I8,84164,target gene
BCL6,P41182,604,transcription factor and target gene
HSP90AB1,P08238,3326,target gene
ITPRID2,P28290,6744,target gene
HPS4,Q9NQG7,89781,target gene
UBN1,Q9NPG3,29855,target gene
HBA2,U3PXP0,-,target gene
APLN,Q9ULZ1,8862,target gene
ASCL1,P50553,429,transcription factor and target gene
EGR1,P18146,1958,transcription factor and target gene
IMPA2,O14732,3613,target gene
RABIF,P47224,5877,target gene
MYL12A,P19105,10627,target gene
TIMP3,P35625,7078,target gene
LAIR1,Q6GTX8,3903,target gene
CDKL5,O76039,6792,target gene
JDP2,Q8WYK2,122953,transcription factor
PGK1,P00558,5230,target gene
RALGDS,Q12967,5900,target gene
LMX1B,O60663,4010,transcription factor and target gene
MID1,O15344,4281,target gene
DCAF11,Q8TEB1,80344,target gene
PFDN6,O15212,10471,target gene
ENG,P17813,2022,target gene
RIPK1,Q13546,8737,target gene
DCC,P43146,1630,target gene
NDUFS8,O00217,4728,target gene
ETFDH,Q16134,2110,target gene
USP11,P51784,8237,target gene
DEC1,Q9P2X7,50514,target gene
OVGP1,Q12889,5016,target gene
C1S,P09871,716,target gene
HLA-DRB1,P13760,-,target gene
ASAH1,Q13510,427,target gene
GLUD1,P00367,2746,target gene
SPRR1A,P35321,6698,target gene
STAT6,P42226,6778,transcription factor and target gene
OGN,P20774,4969,target gene
SNAPC1,Q16533,6617,target gene
CAPN10,Q9HC96,11132,target gene
RASSF1,Q9NS23,11186,target gene
MRAS,O14807,22808,target gene
TMED4,Q7Z7H5,222068,target gene
HOXA4,Q00056,3201,transcription factor and target gene
FTO,Q9C0B1,79068,target gene
RNMT,O43148,8731,target gene
ALOX5AP,P20292,241,target gene
RPL36A,P83881,6173,target gene
HRAS,P01112,3265,target gene
ABCG2,Q9UNQ0,9429,target gene
UBC,P0CG48,7316,target gene
RGR,P47804,5995,target gene
PGLYRP2,Q96PD5,114770,target gene
ZFP42,Q96MM3,132625,target gene
PIGB,Q92521,9488,target gene
DEFB4A,O15263,100289462;1673,target gene
SALL1,Q9NSC2,6299,target gene
TRH,P20396,7200,target gene
TTR,P02766,7276,target gene
SOX2,P48431,6657,transcription factor and target gene
CCR4,P51679,1233,target gene
GAPDH,P04406,2597,target gene
BCHE,P06276,590,target gene
FABP5,Q01469,2171,target gene
RASGRP1,O95267,10125,target gene
BEAN1,Q3B7T3,146227,target gene
TSHR,P16473,7253,target gene
ABCB8,Q9NUT2,11194,target gene
GML,Q99445,2765,target gene
PDE6B,P35913,5158,target gene
RGN,Q15493,9104,target gene
LIG4,P49917,3981,target gene
OAS1,P00973,4938,target gene
SMPD1,P17405,6609,target gene
MMP2,P08253,4313,target gene
YME1L1,Q96TA2,10730,target gene
CLN3,Q13286,1201,target gene
AQR,O60306,9716,target gene
NR1D1,P20393,9572,transcription factor and target gene
GH2,P01242,2689,target gene
ETV1,P50549,2115,transcription factor and target gene
CLK1,P49759,1195,target gene
HDGF,P51858,3068,transcription factor
AHRR,A9YTQ3,57491,target gene
HDAC4,P56524,9759,transcription factor and target gene
ATF5,Q9Y2D1,22809,transcription factor and target gene
TUBG2,Q9NRH3,27175,target gene
HAND2,P61296,9464,transcription factor
TYR,P14679,7299,target gene
STK11,Q15831,6794,target gene
ONECUT2,O95948,9480,transcription factor
HES1,Q14469,3280,transcription factor and target gene
LYN,P07948,4067,target gene
CHI3L1,P36222,1116,target gene
CXCL8,P10145,3576,target gene
ST6GAL1,P15907,6480,target gene
CDC25C,P30307,995,target gene
HIP1,O00291,3092,target gene
MGAT5B,Q3V5L5,146664,target gene
SLC16A1,P53985,6566,target gene
PPP1R13B,Q96KQ4,23368,target gene
MAP1LC3B,Q9GZQ8,81631,target gene
SIRPA,P78324,140885,target gene
ADIPOR1,Q96A54,51094,target gene
HAGHL,Q6PII5,84264,target gene
ATXN7,O15265,6314,target gene
LMNA,P02545,4000,target gene
CCR6,P51684,1235,target gene
PCNT,O95613,5116,target gene
ADH1A,P07327,124,target gene
MAGEA3,P43357,4102,target gene
HLA-C,P30510,-,target gene
HSPA5,P11021,3309,target gene
MSH2,P43246,4436,target gene
DTX1,Q86Y01,1840,target gene
BAMBI,Q13145,25805,target gene
KLF10,Q13118,7071,transcription factor and target gene
SRSF1,Q07955,6426,transcription factor and target gene
F8,P00451,2157,target gene
PIAS4,Q8N2W9,51588,transcription factor
ARID1B,Q8NFD5,57492,transcription factor
CTSK,P43235,1513,target gene
SYMPK,Q92797,8189,target gene
DLC1,Q96QB1,10395,target gene
DNMT3L,Q9UJW3,29947,transcription factor
EXOSC1,Q9Y3B2,51013,target gene
PDHX,O00330,8050,target gene
GJC1,P36383,10052,target gene
RBM39,Q14498,9584,target gene
KLF4,O43474,9314,transcription factor and target gene
RPS21,P63220,6227,target gene
HSPA1A,P0DMV8,3303;3304,target gene
ACVRL1,P37023,94,target gene
ACTR5,Q9H9F9,79913,target gene
MCAT,Q8IVS2,27349,target gene
PLD1,Q13393,5337,target gene
RPL27A,P46776,6157,target gene
BIRC8,Q96P09,112401,target gene
PDGFC,Q9NRA1,56034,target gene
SCD5,Q86SK9,79966,transcription factor and target gene
CXCR5,P32302,643,target gene
LTB,Q06643,4050,target gene
SMARCA4,P51532,6597,transcription factor and target gene
TNFRSF10B,O14763,8795,target gene
VLDLR,P98155,7436,target gene
BCAT1,P54687,586,target gene
BHLHE40,O14503,8553,target gene
CCNC,P24863,892,target gene
LYZ,P61626,4069,target gene
SHC1,P29353,6464,target gene
IRF7,Q92985,3665,transcription factor and target gene
COPA,P53621,1314,target gene
AQP2,P41181,359,target gene
MLYCD,O95822,23417,target gene
RANBP3,Q9H6Z4,8498,target gene
CD2,P06729,914,target gene
PFKFB1,P16118,5207,target gene
ARNT2,Q9HBZ2,9915,target gene
ZFHX3,Q15911,463,transcription factor and target gene
CCND3,P30281,896,target gene
PMP22,Q01453,5376,target gene
TLE5,Q08117,166,transcription factor
LPGAT1,Q92604,9926,target gene
ABCA2,Q9BZC7,20,target gene
HIRA,P54198,7290,transcription factor
SIGMAR1,Q99720,10280,target gene
SHH,Q15465,6469,target gene
ATOH1,Q92858,474,transcription factor
SSRP1,Q08945,6749,target gene
SKP2,Q13309,6502,target gene
HMGA2,P52926,8091,transcription factor and target gene
FOXO1,Q12778,2308,transcription factor and target gene
PLP1,P60201,5354,target gene
POLD1,P28340,5424,target gene
GTF2B,Q00403,2959,transcription factor and target gene
CRHBP,P24387,1393,target gene
WFS1,O76024,7466,target gene
TWF2,Q6IBS0,11344,target gene
CD69,Q07108,969,target gene
NME1,P15531,4830,target gene
APH1A,Q96BI3,51107,target gene
TBR1,Q16650,10716,transcription factor
SLC10A1,Q14973,6554,target gene
MMP11,P24347,4320,target gene
UROS,P10746,7390,target gene
PSG5,Q15238,5673,target gene
PIGR,P01833,5284,target gene
TSPAN6,O43657,7105,target gene
ACO2,Q99798,50,target gene
MPL,P40238,4352,target gene
IL10,P22301,3586,target gene
MAP3K5,Q99683,4217,target gene
SLC22A6,Q4U2R8,9356,target gene
CD36,P16671,948,target gene
TAF12,Q16514,6883,target gene
ADAMTS1,Q9UHI8,9510,target gene
EGLN1,Q9GZT9,54583,target gene
CDK1,P06493,983,target gene
RAB40C,Q96S21,57799,target gene
U2AF2,P26368,11338,target gene
VWF,P04275,7450,target gene
TLR7,Q9NYK1,51284,target gene
HK2,P52789,3099,target gene
RLN1,P04808,6013,target gene
NR4A3,Q92570,8013,transcription factor and target gene
USP4,Q13107,7375,target gene
POLD2,P49005,5425,target gene
CD2AP,Q9Y5K6,23607,target gene
HLA-DPA1,P20036,3113,target gene
E2F1,Q01094,1869,transcription factor and target gene
CLOCK,O15516,9575,transcription factor and target gene
COL11A2,P13942,1302,target gene
TGFBI,Q15582,7045,target gene
ACHE,P22303,43,target gene
BTN3A3,O00478,10384,target gene
DEDD,O75618,9191,transcription factor
SMUG1,Q53HV7,23583,target gene
PRNP,F7VJQ1,5621,target gene
SP1,P08047,6667,transcription factor and target gene
KLF17,Q5JT82,128209,target gene
MSC,O60682,9242,transcription factor and target gene
SLC22A3,O75751,6581,target gene
BNIP3,Q12983,664,target gene
CLEC4C,Q8WTT0,170482,target gene
EBF3,Q9H4W6,253738,transcription factor
BTG2,P78543,7832,transcription factor and target gene
HSPB1,P04792,3315,target gene
ADAM17,P78536,6868,target gene
GABPA,Q06546,2551,transcription factor and target gene
STARD7,Q9NQZ5,56910,target gene
PPM1D,O15297,8493,target gene
RANBP1,P43487,5902,target gene
CDH15,P55291,1013,target gene
F9,P00740,2158,target gene
NCF1,P14598,653361,target gene
ITGB2,P05107,3689,target gene
SFRP1,Q8N474,6422,target gene
UNC119,Q13432,9094,target gene
CDK7,P50613,1022,target gene
MLX,Q9UH92,6945,transcription factor
UNC5B,Q8IZJ1,219699,target gene
MMP7,P09237,4316,target gene
MSLN,Q13421,10232,target gene
NPR2,P20594,4882,target gene
KLF15,Q9UIH9,28999,transcription factor
LRRN2,O75325,10446,target gene
GATA2,P23769,2624,transcription factor and target gene
ERCC2,P18074,2068,transcription factor and target gene
CYP11A1,P05108,1583,target gene
SMURF2,Q9HAU4,64750,transcription factor
GADD45G,O95257,10912,target gene
TYMP,P19971,1890,target gene
MRPS23,Q9Y3D9,51649,target gene
ATP10A,O60312,57194,target gene
KRT82,Q9NSB4,3888,target gene
CXCL1,P09341,2919,target gene
TDGF1,P13385,6997,target gene
PGRMC1,O00264,10857,target gene
SERPING1,P05155,710,target gene
ICAM1,P05362,3383,target gene
DEFB103A,P81534,414325;55894,target gene
HSPA9,P38646,3313,target gene
NACA,E9PAV3,4666,target gene
GINM1,Q9NU53,116254,target gene
ZHX2,Q9Y6X8,22882,transcription factor and target gene
AURKA,O14965,6790,target gene
GYG1,P46976,2992,target gene
TIMP2,P16035,7077,target gene
ING5,Q8WYH8,84289,target gene
PRRG3,Q9BZD7,79057,target gene
ZNF202,O95125,7753,transcription factor and target gene
BCL11A,Q9H165,53335,transcription factor and target gene
TNFRSF13C,Q96RJ3,115650,target gene
HBA1,Q86YQ4,-,target gene
GTF3C2,Q8WUA4,2976,target gene
SNRPN,P63162,6638;8926,target gene
CD9,P21926,928,target gene
SRPRA,P08240,6734,target gene
FOXG1,P55316,2290,transcription factor
TGFB1,P01137,7040,target gene
ADA2,Q9NZK5,51816,target gene
DHX9,Q08211,1660,target gene
APOA2,P02652,336,target gene
CSNK2A1,P68400,1457,target gene
PLAAT4,Q9UL19,5920,target gene
HLA-B,P30486,-,target gene
MAP2,P11137,4133,target gene
PEX3,P56589,8504,target gene
ATG5,Q9H1Y0,9474,target gene
BACH1,O14867,571,transcription factor and target gene
KRT20,P35900,54474,target gene
MICOS13,Q5XKP0,125988,target gene
STAT2,P52630,6773,transcription factor and target gene
MEOX2,P50222,4223,target gene
TMPO,P42167,7112,target gene
ATXN2,Q99700,6311,target gene
CDC37L1,Q7L3B6,55664,target gene
MST1,P26927,4485,target gene
FKBP3,Q00688,2287,target gene
ACOX2,Q99424,8309,target gene
AMDHD1,Q96NU7,144193,target gene
VEGFA,P15692,7422,target gene
PPP2CA,P67775,5515,target gene
TPO,P07202,7173,target gene
HOXB4,P17483,3214,transcription factor and target gene
ARNTL2,Q8WYA1,56938,transcription factor
STAT1,P42224,6772,transcription factor and target gene
GUCA2A,Q02747,2980,target gene
PTPN1,P18031,5770,target gene
ANKRD26,Q9UPS8,22852,target gene
HBB,P68871,3043,target gene
IVL,P07476,3713,target gene
HOXB3,P14651,3213,transcription factor
CELSR1,Q9NYQ6,9620,target gene
IFITM5,A6NNB3,387733,target gene
MRPL42,Q9Y6G3,28977,target gene
MMP28,Q9H239,79148,target gene
EEF1B2,P24534,1933,target gene
PDE4DIP,Q5VU43,653513;9659,target gene
CNTNAP2,Q9UHC6,26047,target gene
CRISP3,P54108,10321,target gene
PRM1,P04553,5619,target gene
MAFF,Q9ULX9,23764,transcription factor and target gene
KRT10,P13645,3858,target gene
CASP7,P55210,840,target gene
SLC29A1,Q99808,2030,target gene
HTR2A,P28223,3356,target gene
POR,P16435,5447,target gene
TBX21,Q9UL17,30009,transcription factor and target gene
MED17,Q9NVC6,9440,target gene
SFXN3,Q9BWM7,81855,target gene
GPA33,Q99795,10223,target gene
CIAO1,O76071,9391,target gene
ANGPT2,O15123,285,target gene
NNAT,Q16517,4826,target gene
TNFRSF10A,O00220,8797,target gene
OXT,P01178,5020,target gene
EIF2B2,P49770,8892,target gene
APOD,P05090,347,target gene
CMAS,Q8NFW8,55907,target gene
TSC22D3,Q99576,1831,transcription factor and target gene
IL24,Q13007,11009,target gene
TOR1B,O14657,27348,target gene
LGALS1,P09382,3956,target gene
TNFSF13B,Q9Y275,10673,target gene
PTPRA,P18433,5786,target gene
P2RX2,Q9UBL9,22953,target gene
TFAP2A,P05549,7020,transcription factor and target gene
CTPS1,P17812,1503,target gene
SP3,Q02447,6670,transcription factor and target gene
SARS2,Q9NP81,54938,target gene
FOXN1,O15353,8456,transcription factor
GNRH1,P01148,2796,target gene
FOXP3,Q9BZS1,50943,transcription factor and target gene
IRF2BP2,Q7Z5L9,359948,target gene
NDUFA1,O15239,4694,target gene
SIRT2,Q8IXJ6,22933,transcription factor and target gene
ABCG5,Q9H222,64240,target gene
CLU,P10909,1191,target gene
ATRX,P46100,546,transcription factor
EMG1,Q92979,10436,target gene
ZBTB5,O15062,9925,transcription factor
ERBB3,P21860,2065,target gene
ITGA6,P23229,3655,target gene
DUSP4,Q13115,1846,target gene
APBA3,O96018,9546,target gene
MEP1A,Q16819,4224,target gene
TNFAIP3,P21580,7128,transcription factor and target gene
GSTA1,P08263,2938,target gene
-,Q13068,-,target gene
LZTR1,Q8N653,8216,target gene
CCNE2,O96020,9134,target gene
NFIC,P08651,4782,transcription factor and target gene
RNF8,O76064,9025,target gene
REV3L,O60673,5980,target gene
GPR137C,Q8N3F9,283554,target gene
RPL27,P61353,6155,target gene
FOXC2,Q99958,2303,transcription factor and target gene
ACE,P12821,1636,target gene
HLA-B,P30461,-,target gene
DENND4A,Q7Z401,10260,transcription factor
NFIB,O00712,4781,transcription factor
AK4,P27144,205,target gene
SPIDR,Q14159,23514,target gene
IFNL3,Q8IZI9,282617,target gene
SLC22A4,Q9H015,6583,target gene
DLX3,O60479,1747,transcription factor
PCBP4,P57723,57060,target gene
TLR10,Q9BXR5,81793,target gene
SERPINF1,P36955,5176,target gene
GREB1,Q4ZG55,9687,target gene
HLA-C,Q95604,-,target gene
NHLH1,Q02575,4807,target gene
PRSS8,Q16651,5652,target gene
SLC38A6,Q8IZM9,145389,target gene
PADI3,Q9ULW8,51702,target gene
PDE4D,Q08499,5144,target gene
RXYLT1,Q9Y2B1,10329,target gene
CYSLTR1,Q9Y271,10800,target gene
TAF4B,Q92750,6875,target gene
LXN,Q9BS40,56925,target gene
SLIT2,O94813,9353,target gene
HBA2,Q96T46,-,target gene
LAMC2,Q13753,3918,target gene
HLA-A,P05534,-,target gene
FAM210B,Q96KR6,116151,target gene
CCL4,P13236,388372;6351,target gene
DHX34,Q14147,9704,target gene
CHEK1,O14757,1111,target gene
CELF1,Q92879,10658,target gene
MSX1,P28360,4487,transcription factor and target gene
ETS2,P15036,2114,transcription factor and target gene
TSPY2,A6NKD2,64591,target gene
IL13,P35225,3596,target gene
CEBPE,Q15744,1053,transcription factor and target gene
TP53BP1,Q12888,7158,transcription factor and target gene
JRK,O75564,8629,target gene
VSX2,P58304,338917,target gene
AK3,Q9UIJ7,50808,target gene
IER2,Q9BTL4,9592,target gene
WIF1,Q9Y5W5,11197,target gene
CSF3,P09919,1440,target gene
PIGF,Q07326,5281,target gene
MYF6,P23409,4618,transcription factor
PDE6D,O43924,5147,target gene
KPNA1,P52294,3836,target gene
SMN1,Q16637,6606;6607,target gene
PDIA6,Q15084,10130,target gene
MYH9,P35579,4627,target gene
CDKN2A,Q8N726,1029,target gene
TRIM28,Q13263,10155,transcription factor and target gene
PFDN5,Q99471,5204,target gene
POLK,Q9UBT6,51426,target gene
CDK20,Q8IZL9,23552,target gene
EIF2AK2,P19525,5610,transcription factor and target gene
ST13,P50502,6767,target gene
KRT75,O95678,9119,target gene
IFNA13,A0A087WWS6,3447,target gene
MACROD1,Q9BQ69,28992,target gene
CTF1,Q16619,1489,target gene
IRF5,Q13568,3663,transcription factor and target gene
HLA-B,P18464,-,target gene
PTGES,O14684,9536,target gene
DIRAS3,O95661,9077,target gene
ZNF616,Q08AN1,90317,target gene
NTRK3,Q16288,4916,target gene
E2F5,Q15329,1875,transcription factor and target gene
MARS,P56192,4141,target gene
RNLS,Q5VYX0,55328,target gene
CPT1B,Q92523,1375,target gene
MSL1,Q68DK7,339287,target gene
TRADD,Q15628,8717,target gene
RALBP1,Q15311,10928,target gene
ASS1,P00966,445,target gene
F12,P00748,2161,target gene
ACSL3,O95573,2181,target gene
CHAT,P28329,1103,target gene
GDF3,Q9NR23,9573,target gene
CCL5,P13501,6352,target gene
CYP8B1,Q9UNU6,1582,target gene
IL21,Q9HBE4,59067,target gene
HLA-B,P18465,-,target gene
RBL1,P28749,5933,transcription factor and target gene
KRT14,P02533,3861,target gene
NAP1L4,Q99733,4676,target gene
CDKN1B,P46527,1027,target gene
SCN9A,Q15858,6335,target gene
FIZ1,Q96SL8,84922,target gene
PBX1,P40424,5087,transcription factor and target gene
SRSF8,Q9BRL6,10929,target gene
OLIG2,Q13516,10215,transcription factor
IRS2,Q9Y4H2,8660,target gene
DGCR6,Q14129,102724770;8214,target gene
MCTS1,Q9ULC4,28985,target gene
APOA4,P06727,-,target gene
GATD3B,A0A096LNH5,102724023;8209,target gene
LTBP4,Q8N2S1,8425,target gene
TBCC,Q15814,6903,target gene
XAGE2,Q96GT9,9502,target gene
EID1,Q9Y6B2,23741,target gene
TCF7,P36402,6932,transcription factor and target gene
BCL2L13,Q9BXK5,23786,target gene
GSPT1,P15170,2935,target gene
HLA-B,P30685,-,target gene
SRM,P19623,6723,target gene
NEIL1,Q96FI4,79661,target gene
NUFIP1,Q9UHK0,26747,target gene
PTP4A1,Q93096,7803,target gene
MGAT3,Q09327,4248,target gene
SEL1L,Q9UBV2,6400,target gene
TRIM26,Q12899,7726,target gene
VDR,P11473,7421,transcription factor and target gene
LAMC1,P11047,3915,target gene
UBE3A,Q05086,7337,target gene
ZNF300,Q96RE9,91975,transcription factor and target gene
IFNAR2,P48551,3455,target gene
SPCS1,Q9Y6A9,28972,target gene
CPSF1,Q10570,29894,target gene
COQ7,Q99807,10229,target gene
ARL10,Q8N8L6,285598,target gene
YIPF1,Q9Y548,54432,target gene
FOXM1,Q08050,2305,transcription factor and target gene
HLA-A,P01892,-,target gene
CDC25A,P30304,993,target gene
MPZ,P25189,4359,target gene
THPO,P40225,7066,target gene
NOD1,Q9Y239,10392,target gene
PCBD2,Q9H0N5,84105,target gene
NTRK1,P04629,4914,target gene
DGKD,Q16760,8527,target gene
WDR36,Q8NI36,134430,target gene
SUZ12,Q15022,23512,transcription factor and target gene
RCAN1,P53805,1827,target gene
ITPR1,Q14643,3708,target gene
ITGA2,P17301,3673,target gene
STARD13,Q9Y3M8,90627,target gene
AGR2,O95994,10551,target gene
CYP2D6,P10635,1565,target gene
BMP4,P12644,652,target gene
TINAGL1,Q9GZM7,64129,target gene
S100A2,P29034,6273,target gene
LRP1,Q07954,4035,target gene
ARF4,P18085,378,target gene
RUNX1T1,Q06455,862,transcription factor and target gene
GPANK1,O95872,7918,target gene
MEMO1,Q9Y316,51072,target gene
NRCAM,Q92823,4897,target gene
BUB1B,O60566,701,target gene
PALB2,Q86YC2,79728,target gene
POLE3,Q9NRF9,54107,target gene
RORA,P35398,6095,transcription factor and target gene
FGFR3,P22607,2261,target gene
IFI27,P40305,3429,target gene
HLA-B,P30493,-,target gene
ANGPT1,Q15389,284,target gene
EHF,Q9NZC4,26298,transcription factor
KLF16,Q9BXK1,83855,transcription factor
MDK,P21741,4192,target gene
AGPAT4,Q9NRZ5,56895,target gene
THY1,P04216,7070,target gene
MS4A2,Q01362,2206,target gene
SYK,P43405,6850,target gene
SCML1,Q9UN30,6322,target gene
ROR1,Q01973,4919,target gene
PDIA3,P30101,2923,target gene
RBL2,Q08999,5934,transcription factor and target gene
GRK3,P35626,157,target gene
NOX5,Q96PH1,79400,target gene
PPOX,P50336,5498,target gene
SRMS,Q9H3Y6,6725,target gene
MKI67,P46013,4288,target gene
ALKBH2,Q6NS38,121642,target gene
CXCL11,O14625,6373,target gene
