Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
slv,Q7JVE7,35773,target gene,No,36
Dmel\CG7173,Q9VP16,40392,target gene,No,3
Tmhs,Q9W068,38251,target gene,No,43
mbf1,M9PFR6,39842,target gene,No,21
BEST:GH23590,Q9VM72,33963,target gene,No,21
Dmel\CG15082,Q4QQ49,37173,target gene,No,29
CG15269-RA,A0AVX0,-,target gene,No,9
Tmem18,A1Z903,246418,target gene,No,42
-,Q95U00,-,target gene,No,42
-,Q8T9J6,-,target gene,No,39
cpo,Q01617,45840,target gene,No,64
Dmel\CG9813,A0A0B4KFY8,41644,target gene,No,5
RpS20,P55828,42464,target gene,No,46
CG42326-RD,B6IDK6,-,target gene,No,9
Wdr82,Q9VLN1,34153,target gene,No,19
Pfas,P35421,33847,target gene,No,30
-,Q32V02,-,target gene,No,12
ninaB,Q9VFS2,41678,target gene,No,8
alpha-Man-IIb,Q9VF33,41913,target gene,No,46
CG13017,Q95TJ2,-,target gene,No,21
-,Q8T3I1,-,target gene,No,39
HSPC300,Q8MLQ0,246497,target gene,No,41
ACC,A1Z784,35761,target gene,No,43
Dmel\CG14777,Q9W588,31099,target gene,No,18
wun,Q9V576,35966,target gene,No,43
LysB,Q08694,38125,target gene,No,41
Rint1,Q9VS46,38807,target gene,No,23
26-29-p,Q9V3U6,39547,target gene,No,24
Pex23,Q9VWB0,40229,target gene,No,34
Cyp12b2,Q9V8M2,37163,target gene,No,12
Arv1,Q8SYH1,318031,target gene,No,12
Ndae1,Q9VM31,34005,target gene,No,24
-,Q8SY71,-,target gene,No,4
pit,Q9VD51,42595,target gene,No,30
CG4831,Q8IPA8,3772186,target gene,No,29
CG15018,Q6NLM7,3346239,target gene,No,14
CG4970-RB,C4JC83,-,target gene,No,59
alphaKap4,Q9VRS0,38675,target gene,No,18
insc,Q9W2R4,37355,target gene,No,33
Dmel\CG32022,Q8T481,317826,target gene,No,43
-,A9YIT7,-,target gene,No,34
Lk6,Q9VGI4,44672,target gene,No,81
-,Q1EBY8,-,target gene,No,60
-,Q8MRB6,-,target gene,No,9
-,Q8MQW6,-,target gene,No,30
5PtaseI,B7Z0Q2,326119,target gene,No,14
Dmel\CG33981,A1ZAZ9,3885654,target gene,No,29
CG15194,Q9VYY5,32092,target gene,No,17
Dmel\CG42711,M9MRH9,10178864,target gene,No,15
CG16799-RA,C5WLP0,-,target gene,No,10
l(2)35Be,Q9V3Y0,34874,target gene,No,12
-,Q5MRR5,-,target gene,No,6
-,Q8MS43,-,target gene,No,16
-,Q8T3N8,-,target gene,No,24
CalpA,Q11002,37232,target gene,No,55
CG14442-RA,G2J613,31609,target gene,No,28
Dmel\CG18094,Q9VIV5,35232,target gene,No,17
Dmel\CG34132,Q0E8V7,4379884,target gene,No,33
cg12288,Q9VJG2,35027,target gene,No,10
ida-RA,B5RJ81,-,target gene,No,23
CG32121-RB,G7H859,-,target gene,No,1
Pfk,P52034,36060,target gene,No,22
Vha36-2,A1Z8V7,36328,target gene,No,4
Dmel\CG12464,A1Z9G4,36516,target gene,No,3
CG33170-RA,H8F4T1,-,target gene,No,62
CG30493;CG30496;l(2)08492,Q7JRC9,246652,target gene,No,28
Zif,Q9VI24,40795,target gene,No,32
EG:65F1.1,O76896,31001,target gene,No,55
CG31188,Q8MSK0,3771984,target gene,No,24
jet-RA,B5RIQ5,-,target gene,No,23
CG13248,Q6NNV9,-,target gene,No,18
-,Q5BIJ7,-,target gene,No,7
mia-RA,A0AVW6,-,target gene,No,26
Ptp10D,P35992,32115,target gene,No,47
Gld,P18173,40875,target gene,No,11
-,Q86PC7,-,target gene,No,51
glo,Q9VGH5,41431,target gene,No,41
Cul4,Q5BI50,35780,target gene,No,37
Dmel\CG1648,A1Z7Z4,36009,target gene,No,47
Dmel\CG4984,E1JGK3,37017,target gene,No,28
-,A1A735,-,target gene,No,23
Nrg,P20241,31792,target gene,No,58
boca,Q8T9B6,48986,target gene,No,29
-,Q8SXK8,-,target gene,No,11
CG30460-RA,C7LAA8,-,target gene,No,15
Npc2b,Q9VFN7,41710,target gene,No,43
-,A9YKW2,-,target gene,No,8
Dmel\CG6231,Q9VDV5,42339,target gene,No,33
CG32808-RA,E0R913,-,target gene,No,13
Dmel\CG17691,Q7PLE6,3355069,target gene,No,24
kdn,Q9W401,31579,target gene,No,51
Srp19,P49963,38815,target gene,No,33
His2Av,P08985,43229,target gene,No,48
CG14408-RC,Q2PE01,-,target gene,No,37
65K,A0A0B4LGA2,19834761,target gene,No,24
Dmel\CG8199,Q9VHB8,41149,target gene,No,17
Dmel\CG8516,Q9VH63,41206,target gene,No,24
-,Q29R23,-,target gene,No,91
CG32487,A8WHE6,-,target gene,No,3
CG7346,Q9VTL3,39307,target gene,No,21
elm,Q9VNF9,40695,target gene,No,41
Dmel\CG12159,A1Z765,35741,target gene,No,42
sda,Q9VBA3,44359,target gene,No,29
Aatf,Q9VM95,33943,target gene,No,32
tral,M9PF20,39430,target gene,No,36
-,Q8MZA8,-,target gene,No,39
Dmel\CG4970,Q2MGK5,3772412,target gene,No,59
Orcokinin,Q9W1F8,37806,target gene,No,24
Dmel\CG6511,Q9VSP0,38997,target gene,No,43
CG3744-RC,A0A0C4FEI9,-,target gene,No,44
RpLP2,P05389,36855,target gene,No,37
RpL7-like,Q9VKC1,34625,target gene,No,45
CG34015,S0F2A2,-,target gene,No,42
-,Q8T3I6,-,target gene,No,41
-,Q8T9D5,-,target gene,No,36
l(2)tid,Q27237,48844,target gene,No,22
hbn,Q9W2P8,47894,target gene,No,14
Rab35,Q9W5X0,33014,target gene,No,27
Dmel\CG11052,Q9VHX3,49997,target gene,No,31
RpL22,P50887,31022,target gene,No,72
stan,Q9V5N8,36125,target gene,No,20
Cdk2,P23573,42453,target gene,No,39
APC10,Q9V831,36975,target gene,No,9
anon-WO0118547.308,Q960G1,40564,target gene,No,45
spz3,Q9VLV7,34077,target gene,No,11
Dmel\CG4598,Q9VL68,34315,target gene,No,45
qkr58E-2,Q9W254,37562,target gene,No,23
CheB93b-RA,E0R918,-,target gene,No,56
stj-RB,D2NUF6,-,target gene,No,18
polybromo-RA,B7FNJ0,-,target gene,No,28
Mos,Q1EC11,36404,target gene,No,7
Dmel\CG31109,Q9VBY9,43001,target gene,No,16
CG18731-RA,E8NH40,-,target gene,No,19
ChLD3,Q9VJI8,35002,target gene,No,29
BcDNA.LD23634,Q9V3Y5,31481,target gene,No,36
Dmel\CG16998,Q9VS86,38847,target gene,No,3
Acf,Q9V9T4,43751,target gene,No,20
Dmel\CG7744,A1ZBL2,37239,target gene,No,48
Caf1-180,Q9W3D1,31801,target gene,No,46
Trp1,Q9VL49,34333,target gene,No,64
Rat1,Q9VM71,33964,target gene,No,24
Dmel\CG14292,Q9VE26,42264,target gene,No,29
BcDNA:LP10657,Q86P02,2768686,target gene,No,22
Dmel\CG43050,C0PDE1,12798184,target gene,No,2
TyrRS,Q9VV60,39829,target gene,No,15
SMC2,Q7KK96,36653,target gene,No,38
xit,Q9W3V8,31623,target gene,No,37
Dmel\CG46312,A0A1Z1CN75,30522401,target gene,No,29
-,Q6W4I1,-,target gene,No,53
tnc,D0UGE6,42990,target gene,No,10
Dmel\CG34408,X2JEP7,31953,target gene,No,22
-,Q95RV0,-,target gene,No,9
-,Q7M3J7,-,target gene,No,60
CG15368,A9YKA9,-,target gene,No,4
Set,P53997,41844,target gene,No,43
Dmel\CG34164,Q6IHN1,5740394,target gene,No,45
CG17681-RA,B3DNE3,-,target gene,No,70
CG17042,Q058Z0,36473,target gene,No,4
Dmel\CG15533,Q9VA78,43612,target gene,No,31
-,Q8IGB6,-,target gene,No,38
-,Q1EC30,-,target gene,No,21
fbl,Q9NHN2,46234,target gene,No,24
dbe,Q9VPU8,33269,target gene,No,21
-,Q8IH33,-,target gene,No,4
ITP,Q9W151,37921,target gene,No,38
Ufc1,Q7K1Z5,36762,target gene,No,40
MIP08535,Q2PDZ4,3885644,target gene,No,10
daed,Q95TS8,33398,target gene,No,30
esc,Q24338,34595,target gene,No,39
anon-WO0118547.412,A0A0B4KHY1,43748,target gene,No,18
-,Q8SZ05,-,target gene,No,41
mdlc,Q9VDP8,42397,target gene,No,15
pinta,Q9VD09,42635,target gene,No,18
side-IV,Q9VFU7,41657,target gene,No,14
HLH4C,M9PH26,31397,target gene,No,22
BcDNA:SD21514,Q8MLN2,246608,target gene,No,23
Fmr1,Q9NFU0,37528,target gene,No,50
CG13905-RA,B3DND4,-,target gene,No,3
Galphas,P20354,37805,target gene,No,32
CG18632,X2JCR2,39099,target gene,No,37
Shrm,A1Z9P3,36592,target gene,No,51
CG2555,B4F5X8,-,target gene,No,3
prage,C7LAE5,31136,target gene,No,96
Socs16D-RA,F0JAQ1,-,target gene,No,50
GLaz,A1Z991,36447,target gene,No,41
CT11751,Q0E8W8,37903,target gene,No,4
-,Q95TC5,-,target gene,No,36
Pomp,Q9VIJ5,35342,target gene,No,53
Kyat,Q8SXC2,41433,target gene,No,31
PIP5K59B,Q0E8Y1,37633,target gene,No,8
CG5449,Q961I3,-,target gene,No,44
Dmel\CG46310,A0A1Z1CH08,30522399,target gene,No,23
-,Q8SYK3,-,target gene,No,35
EloC,Q7JWD6,37237,target gene,No,29
Dmel\CG3625,Q9VPN0,33198,target gene,No,33
-,A9YIT3,-,target gene,No,34
Dmel\CG17283,Q9VEK5,42094,target gene,No,1
mge,Q9I7T5,38459,target gene,No,32
DNApol-gamma35,Q9VJV8,3772064,target gene,No,30
CG17689-RA,D2NUJ8,-,target gene,No,44
BcDNA:GM04393,Q9VZA6,38561,target gene,No,49
CG15117,Q6NL66,-,target gene,No,34
Der-1,Q9VQ57,33369,target gene,No,33
Dmel\CG15744,Q7KV24,2768909,target gene,No,48
CG31041,Q4V6P5,-,target gene,No,52
Dmel\CG13949,Q9VPU5,33266,target gene,No,40
CG3749,Q95TB4,-,target gene,No,12
vkg-RA,C1C3H5,-,target gene,No,22
Ugt86Dd-RB,C6TP53,-,target gene,No,14
Ndfip,Q9VVJ5,326197,target gene,No,32
EP2317,Q9VK42,34701,target gene,No,43
CG10509,Q8T0V0,-,target gene,No,20
Dmel\CG34200,Q6IGW6,5740389,target gene,No,25
-,P83740,326229,target gene,No,3
DIP-gamma,Q9VAR6,43417,target gene,No,6
Dmel\CG14244,Q9VBC3,50080,target gene,No,40
anon-WO0172774.161,M9MRJ5,326170,target gene,No,44
Dmel\CG14270,Q9W4R8,31319,target gene,No,16
Efr,Q9W429,31553,target gene,No,28
ssp2,Q9VUA5,39540,target gene,No,36
Dmel\CG3542,Q9VQK5,33513,target gene,No,22
beta-Spec,Q00963,32746,target gene,No,31
mbt,Q9VXE5,32631,target gene,No,33
Dmel\CG7326,Q9VWP0,32882,target gene,No,43
-,Q5BIB5,-,target gene,No,22
Atg18b,Q9VIE1,35396,target gene,No,37
Gem3,Q9V3C4,39195,target gene,No,19
mthl5,Q9VGG8,41438,target gene,No,42
Dmel\CG43739,M9PBF3,14462810,target gene,No,36
-,Q8T3K6,-,target gene,No,39
-,Q45EX1,-,target gene,No,27
Ank2,M9MRX4,38863,target gene,No,31
HP1D3csd,Q9VWK9,32906,target gene,No,25
Dmel\CG6479,Q9VVF4,39930,target gene,No,42
Dmel\CG9175,Q9VMH4,33862,target gene,No,54
Dmel\CG9921,Q9VXH4,32599,target gene,No,64
CG8788-3'utr,A0A0B4LEI2,19835613,target gene,No,58
EG:171D11.5,Q8MYW2,30996,target gene,No,36
Dmel\CG3262,Q9V9M8,35452,target gene,No,24
Dmel\CG13003,E1JJN4,32675,target gene,No,5
Dmel\CG4199,O77266,31174,target gene,No,38
Dmel\CG2059,Q9W3R8,31663,target gene,No,69
Rim,A0A0B4K6M2,42150,target gene,No,8
anon-WO0153538.32,Q0E938,37012,target gene,No,42
Dmel\CG43736,M9PGK3,3771905,target gene,No,55
CG32158-RE,C6TP72,-,target gene,No,23
CG15623,Q4V6G7,-,target gene,No,1
-,Q960L1,-,target gene,No,28
-,Q86PC5,-,target gene,No,30
CG8533-RD,D3DMZ7,-,target gene,No,12
Cyp6t1,Q9VRI9,33127,target gene,No,2
alpha-PheRS,Q9W3J5,31740,target gene,No,15
CG17465,Q9VIK7,35327,target gene,No,31
Dmel\CG3552,Q9VSZ5,39097,target gene,No,53
EG:118B3.2,Q0KHX7,31004,target gene,No,37
mh,Q9VXU6,32480,target gene,No,26
-,Q6IG53,-,target gene,No,2
CDK2AP1,M9PEA2,32050,target gene,No,39
Dmel\CG8079,Q7K0W0,36689,target gene,No,88
PTP-ER,Q9W2F3,37461,target gene,No,32
egl,Q9W1K4,37757,target gene,No,44
-,Q8SYT1,-,target gene,No,20
puml,Q5U191,35733,target gene,No,45
l(3)neo43,Q9VF98,41851,target gene,No,8
CG8378,L0CP86,-,target gene,No,44
TTLL3A,Q9VM91,33947,target gene,No,3
hyd,P51592,41181,target gene,No,37
-,A2VEP2,-,target gene,No,39
Dci,Q9W0M0,38100,target gene,No,19
Sk2,Q9VZW0,326219,target gene,No,40
CstF-64,A8E6L0,-,target gene,No,34
-,Q494K3,-,target gene,No,25
Mtpalpha,Q9V397,34276,target gene,No,41
CG14406-RA,C9QP73,-,target gene,No,13
Spn28Db,Q9VLV3,-,target gene,No,40
H,Q02308,42445,target gene,No,37
-,Q8SZA5,-,target gene,No,31
La,P40796,35305,target gene,No,48
-,G3KKS5,-,target gene,No,6
Miga,Q9W3F7,31775,target gene,No,27
chas,X2JE77,32748,target gene,No,45
Dmel\CG12746,Q8IGV3,40672,target gene,No,24
Uba3,Q9V6U8,36539,target gene,No,22
dpr9,Q9VFD9,2768670,target gene,No,5
CG7206-RB,F3YDM7,-,target gene,No,23
Arl1,P25160,39745,target gene,No,38
-,F6J7Y8,-,target gene,No,56
AANATL7,Q9W4Y1,31236,target gene,No,5
Btnd,Q9W430,31552,target gene,No,28
mtm,Q9VMI9,33845,target gene,No,20
APC15,Q4V665,35591,target gene,No,26
CG9798,Q95T98,326148,target gene,No,40
Gycalpha99B,Q07093,43493,target gene,No,26
AFG3L2,Q8T4G5,39922,target gene,No,41
Dmel\CG1463,Q8SX25,32211,target gene,No,18
Dmel\CG30339,Q8SXR4,246549,target gene,No,3
Rab7,O76742,42841,target gene,No,29
CG12963-RD,D2NUF2,36724,target gene,No,9
CG13191,Q6IGM9,5740848,target gene,No,9
Dlic,Q9VZ20,32057,target gene,No,48
Arl2,Q06849,40993,target gene,No,30
Dmel\CG8468,Q7K1L4,36577,target gene,No,36
beta-Man,Q9VMY5,40524,target gene,No,42
CG7208-RA,C6SUY8,-,target gene,No,16
Vha68-3,Q9VK47,34695,target gene,No,2
Glycogenin-RB,C0PUZ9,-,target gene,No,42
Jon74E,M9MS20,39959,target gene,No,5
unc-13-4A,Q9VS41,38801,target gene,No,7
Unc-89,A8DYP0,3346201,target gene,No,8
Rnb,Q9VAH2,43513,target gene,No,26
-,Q9VES1,42027,target gene,No,29
anne,A8DZ26,317815,target gene,No,98
MED7,Q9GYV9,41288,target gene,No,30
Nrx-IV,Q94887,39387,target gene,No,30
Dmel\CG6602,Q9VRT5,38691,target gene,No,24
CG12077-RA,B3DND5,-,target gene,No,24
lost,Q9VN21,40559,target gene,No,35
Liprin-alpha,M9PCD4,249072,target gene,No,37
Tsp3A,Q9W4X6,31244,target gene,No,20
-,A9YKJ6,-,target gene,No,22
eIF3f1,Q9VN50,40587,target gene,No,43
CG6089,Q9VKM7,34514,target gene,No,36
ana,Q26307,35913,target gene,No,26
Syx7,Q7K0X9,36173,target gene,No,29
Scox,Q9VMX4,33711,target gene,No,11
CG2984,A9YI89,-,target gene,No,33
Obp93a-RA,D3PK94,-,target gene,No,19
mGluR,P91685,43838,target gene,No,32
Elp3,Q9VQZ6,33649,target gene,No,17
Dmel\CG14414,Q9VY29,32394,target gene,No,51
FeCh,Q9V9S8,43757,target gene,No,29
Dmel\CG4806,Q9W124,37948,target gene,No,40
-,F6J915,-,target gene,No,34
eys,A0A1F4,3771890,target gene,No,5
RpII33,O97183,34796,target gene,No,28
-,Q9VXY4,32440,target gene,No,26
wus,Q9VX95,32683,target gene,No,17
lft,Q9VKY1,34405,target gene,No,8
CG32549-RA,D0IQG9,-,target gene,No,39
Pgant6,Q6WV16,38346,target gene,No,30
Dmel\CG17068,Q9VR80,33024,target gene,No,32
Dmel\CG8064,Q9VE98,42196,target gene,No,30
Max,P91664,40095,target gene,No,21
l(1)G0193,Q9W3M4,31712,target gene,No,41
jetlag,A5H0I4,-,target gene,No,23
Dmel\CG12945,Q9VH65,41204,target gene,No,9
Smyd3,Q9W4X8,44554,target gene,No,20
CG1746-RB,B9EQX6,-,target gene,No,68
eIF3c,A1ZAX1,37005,target gene,No,36
Dmel\CG1172,Q9VNB2,40647,target gene,No,32
l(2)05287,Q9VIG1,35374,target gene,No,17
Cdk12,Q9VP22,40385,target gene,No,38
syd,Q9GQF1,43905,target gene,No,23
AP-1-2beta,Q24253,32987,target gene,No,20
Cks30A,Q24152,34250,target gene,No,50
cg13227,A1Z8G3,36179,target gene,No,3
Dmel\CG2017,Q86BS2,40733,target gene,No,45
RpL13A,Q9VNE9,40687,target gene,No,56
Myo10A,Q0KHU0,32028,target gene,No,18
Dmel\CG10177,Q9VCL7,42772,target gene,No,32
MrgBP,Q7K003,35880,target gene,No,33
-,Q9VGZ1,41271,target gene,No,41
Dbp45A,Q07886,35917,target gene,No,18
anon-EST:fe1H12,Q7K4M9,37199,target gene,No,38
-,Q95S96,-,target gene,No,31
sut1,Q7KK97,35774,target gene,No,34
gdl-ORF39,Q9U5V6,3771892,target gene,No,17
-,B4YWJ7,-,target gene,No,20
Dmel\CG13398,Q9VLL4,34169,target gene,No,35
BcDNA:LD27979,Q6NN42,-,target gene,No,33
-,Q8T0R6,-,target gene,No,15
EG:103E12.2,Q9W5B4,31055,target gene,No,22
-,F6J3G9,-,target gene,No,32
CG13445-RA,F2FBB4,-,target gene,No,14
CG15655,Q9W2L7,37398,target gene,No,30
drpr,Q9W0A0,38218,target gene,No,30
beta-PheRS,Q9VCA5,42888,target gene,No,48
-,Q8T056,-,target gene,No,38
Dmel\CG10139,Q7K5M2,36626,target gene,No,32
BcDNA:GH22993,A0A0B4KF65,40567,target gene,No,52
CG4734,E1UIB2,-,target gene,No,5
SerT,P51905,37895,target gene,No,23
-,A9YHR2,-,target gene,No,9
-,A9YH23,-,target gene,No,25
Nmnat,Q9VC03,42987,target gene,No,30
Pen,P52295,34338,target gene,No,31
Pripl4,Q9VYM7,32196,target gene,No,45
Dmel\CG42748,Q9V9N7,35442,target gene,No,22
pyd,A0A0B4K6Y7,41062,target gene,No,50
dpr4,Q59DX6,3346160,target gene,No,7
-,A1A748,-,target gene,No,2
38C.42,A4V0X6,35309,target gene,No,40
Dmel\CG9265,Q9VIG6,35369,target gene,No,15
Dmel\CG16890,Q9V3M2,34781,target gene,No,22
GstO3,Q9VSL2,38972,target gene,No,18
Dmel\CG13603,Q9VCF1,42838,target gene,No,32
mRpL23,Q9W021,38302,target gene,No,73
-,Q7YTZ5,-,target gene,No,21
Rfc37,Q9VX15,32763,target gene,No,27
alpha-Est3,Q8SZW5,40907,target gene,No,7
Dmel\CG9205,Q9W0K9,38113,target gene,No,36
CG7699,Q95U05,-,target gene,No,54
ND-B8,Q9VR00,50178,target gene,No,48
CG18428-RA,C9QP01,-,target gene,No,42
CG2747,Q1WWE5,-,target gene,No,33
RpS4,P41042,39484,target gene,No,70
tapas,Q0E910,37304,target gene,No,38
SpdS,Q9VHA1,41167,target gene,No,50
mia-RB,R4I0S2,-,target gene,No,26
Dmel\CG8960,Q9W042,38280,target gene,No,4
Prp4k,X2JAG8,38032,target gene,No,16
dmt,Q9VH89,41180,target gene,No,54
-,A9YKU5,-,target gene,No,21
Dmel\CG14636,Q9VMY7,40526,target gene,No,6
-,Q8SX45,-,target gene,No,7
-,Q9VMH7,33858,target gene,No,30
-,A9UNI1,-,target gene,No,67
pr,P48611,35292,target gene,No,32
Dhc36C,Q9VJC6,35061,target gene,No,47
DIGF-7,Q9VTM7,50290,target gene,No,10
Adck5,Q9VTG5,39260,target gene,No,28
ttv,Q9V730,36614,target gene,No,25
CG3566-RB,D2NUJ7,-,target gene,No,18
-,Q8T9I4,-,target gene,No,40
mRpL2-RA,B5RJ52,-,target gene,No,37
VhaM9.7-b,Q9VP18,40389,target gene,No,35
Spp,Q9VPQ7,33227,target gene,No,37
Dmel\CG17508,A1Z6G4,49893,target gene,No,19
TBC1D16,Q9VKV6,34431,target gene,No,5
IFT43,Q9VK67,34676,target gene,No,19
dpr12-RB,E3CTN6,-,target gene,No,7
-,Q7Z2C6,-,target gene,No,11
Dmel\CG14971,Q9VZP2,38429,target gene,No,40
CG11977,Q4V5E6,-,target gene,No,1
SF1-RA,H1UUB8,-,target gene,No,24
alpha-KGDHC,Q9VGQ1,41360,target gene,No,41
Lk,P81829,47746,target gene,No,1
Dmel\CG43814,M9PDC8,14462795,target gene,No,4
-,Q95U50,-,target gene,No,35
CstF64,Q9VE52,42239,target gene,No,34
Rab11,O18335,42501,target gene,No,27
Sap-r,Q9Y125,43662,target gene,No,53
CG5589-RA,H9ZYP2,-,target gene,No,11
cg5800,Q9VX34,32742,target gene,No,19
Dmel\CG8617,Q7K4P0,36594,target gene,No,33
Claspin,Q8IRB5,326205,target gene,No,35
CG14755-RA,C1C3E8,-,target gene,No,45
SP2353,A1ZA87,36771,target gene,No,7
HPS4,A1ZAX6,37009,target gene,No,32
EG:EG0003.8,A1ZAL1,46813,target gene,No,25
wcd,Q9V7P1,36831,target gene,No,20
-,Q45EX2,-,target gene,No,27
yip2,Q9VL70,34313,target gene,No,19
Nup188,A0A0B4K859,36397,target gene,No,22
-,Q95RR2,-,target gene,No,18
Obp47b,A1Z8I9,36207,target gene,No,23
CG30381-RB,F3YDB9,-,target gene,No,15
Irk1,A0A0B4KH86,42742,target gene,No,33
CG11945,Q9VCH2,50068,target gene,No,57
-,Q9VD25,42619,target gene,No,23
Dmel\CG44044,A0A0B4KGR8,14462479,target gene,No,7
CG12984-RA,C9QP06,-,target gene,No,8
Dmel\CG12868,Q4V4P1,36620,target gene,No,12
CG7854,A0A0B4KI58,43535,target gene,No,39
Sec61alpha-RA,F0JAP1,-,target gene,No,57
-,Q494I0,-,target gene,No,57
CenB1A,Q9VCQ6,42735,target gene,No,26
ABCB7-RA,F3YDP0,-,target gene,No,17
Psf3,Q9W2V7,31967,target gene,No,40
Dmel\CG9344,Q9W2P5,37372,target gene,No,37
-,B4YWM6,-,target gene,No,56
CG34126-RB,D3PFH0,-,target gene,No,73
Dmel\CG14545,Q8SYK4,50075,target gene,No,32
dp22,Q5KU10,-,target gene,No,32
HnRNP-K,A1ZBW0,43862,target gene,No,35
CG5566,A0A0B4LI09,5740590,target gene,No,16
Lcp2,P07187,35818,target gene,No,17
APT1,M9PEW1,59176,target gene,No,37
-,Q7YTY9,-,target gene,No,1
Dmel\CG8321,Q7K0Q0,36287,target gene,No,27
Dmel\CG11975,Q9VHJ2,41074,target gene,No,24
Dmel\CG31516,Q8I0K2,318776,target gene,No,44
Dmel\CG42847,C0P8N6,10178913,target gene,No,3
Ppa,A0A0B4KF28,37602,target gene,No,53
CG10441,X2JAE9,326161,target gene,No,23
-,Q95S38,-,target gene,No,5
BthD,Q9VYB0,32317,target gene,No,34
Dmel\CG33172,Q86B53,32526,target gene,No,13
Spase12,Q9VAL0,50096,target gene,No,22
NetA,Q24567,32398,target gene,No,38
BcDNA:GH06302,A8WHD3,38485,target gene,No,11
RN-tre,A1Z9K4,36554,target gene,No,46
Ncoa6,A8DYV5,33761,target gene,No,34
Mink,Q9VC08,42982,target gene,No,12
-,F6J7K0,-,target gene,No,50
Cen,Q9VIK6,35330,target gene,No,16
-,Q5BI99,-,target gene,No,24
btsz,A0A0B4K657,3346167,target gene,No,28
fl(2)d,Q9Y091,36527,target gene,No,52
-,Q8T3Q0,-,target gene,No,25
CG5767,A8E790,-,target gene,No,29
CG15891-RA,C1C3G9,-,target gene,No,31
4h1,Q3HKQ2,-,target gene,No,5
Nop56,Q95WY3,42633,target gene,No,32
ArgRS-m,Q8SXK2,40929,target gene,No,32
Spc105R,M9PIC9,40300,target gene,No,27
ChT,Q9VE46,42245,target gene,No,6
-,Q8MRH8,-,target gene,No,97
Ku80,Q9I7M8,34930,target gene,No,26
-,Q8SYG6,-,target gene,No,16
arx,Q8SWX0,40061,target gene,No,24
blot-RB,C7LA83,-,target gene,No,55
-,Q6NQW9,-,target gene,No,14
l(2)efl,P82147,37744,target gene,No,3
-,A9YH43,-,target gene,No,12
-,O97172,59253,target gene,No,38
CG34005-RB,H0RN72,-,target gene,No,29
Apf,Q4V6M1,318908,target gene,No,19
CG32107-RA,E4NKI2,-,target gene,No,32
Dmel\CG8837,Q9VQN9,33545,target gene,No,28
Ets96B,Q8MRW5,42952,target gene,No,31
-,A8E721,-,target gene,No,35
CG18259,A9UN96,-,target gene,No,39
snama,Q9XZ21,37857,target gene,No,30
CG13621,Q9VC53,326121,target gene,No,23
Dmel\CG14423,Q9W4U4,31287,target gene,No,2
XRCC4,Q9W455,31526,target gene,No,29
CG9480,A0A0B4LH29,19835749,target gene,No,37
mRpS10,Q9VFB2,41838,target gene,No,44
Map60,Q7K180,35991,target gene,No,23
-,Q9VUA0,39535,target gene,No,21
Rip11,Q9VWS3,32850,target gene,No,39
CG6486-RB,H0RNM0,-,target gene,No,7
Atg5,Q9W3R7,31666,target gene,No,44
Lst8,Q9W328,31903,target gene,No,16
-,H7BWR4,-,target gene,No,39
CG11537,Q29R24,-,target gene,No,25
dRbm7,Q9VPK4,33175,target gene,No,23
Drat,Q961L4,35687,target gene,No,78
anon-EST:Posey214,Q9VZ01,32076,target gene,No,25
CG14972,Q9VZP0,38430,target gene,No,25
cona,Q9VE78,42213,target gene,No,11
anon-WO0118547.367,Q9VNF5,40692,target gene,No,12
fh,Q9W385,31845,target gene,No,13
-,A9YHW5,-,target gene,No,19
Ssu72,Q9VWE4,32973,target gene,No,29
mdcds_2231,M9NDP3,326165,target gene,No,17
Task7,Q9VHE0,41125,target gene,No,12
sip2,Q7KTL5,33979,target gene,No,19
Sara,Q7K9H6,44263,target gene,No,38
Dmel\CG7530,Q9VFG7,41784,target gene,No,29
CG6790,A9UN18,-,target gene,No,1
Eip63E-RE,C9QP46,-,target gene,No,55
CG17319-RA,E1NZA5,-,target gene,No,10
Sec31,A0A0B4LEZ1,35877,target gene,No,25
Dmel\CG1265,Q9VZF3,38517,target gene,No,29
pre-mod(mdg4)-Z,A0A0B4JCZ1,10178929,target gene,No,25
-,A9YH48,-,target gene,No,12
Ak6,Q7JYV7,36379,target gene,No,26
RIOK1,Q9VTL5,39309,target gene,No,14
l(1)G0320,Q9W335,326234,target gene,No,77
Not1-RE,C0PUX1,-,target gene,No,56
Lerp-RA,E8NH89,-,target gene,No,22
CG5592,Q4V4V9,-,target gene,No,21
Dmel\CG6357,A1Z9I0,36532,target gene,No,17
CG33082-RA,C4IXS0,-,target gene,No,17
-,Q6ILV6,-,target gene,No,9
-,F6J365,-,target gene,No,22
FASN1,B7Z001,33524,target gene,No,38
Dmel\CG17562,Q9VES7,42021,target gene,No,23
CG4537,Q4V612,-,target gene,No,22
Ugt49B1,Q9W2J4,37420,target gene,No,15
IscU,Q9VHK6,41059,target gene,No,17
Dmel\CG15525,Q9VAC7,43556,target gene,No,19
-,Q29R21,-,target gene,No,59
Dmel\CG13912,Q9W0K3,38120,target gene,No,42
CG30182,Q4V3Z6,246505,target gene,No,7
-,Q4QQ91,-,target gene,No,12
CG15774,Q9W490,31491,target gene,No,31
fwd,Q9W0R8,45374,target gene,No,46
Galphao,P16378,36104,target gene,No,39
